block lot	planning neighborhood	project status	project date	units	planning project description	dbi project description	zoning_generalized	zoning_simplified	taz	total gsf (commercial)	office	cult, inst, educ	medical	prod, dist, rep	ret, ent	visitor	dbi permit	planning filed	dbi filed	landuse	status group	net added units	net added sf	net cult, inst, educ	net medical	net office	net prod, dist, rep	net ret, ent	net visitor	sitearea	block	lot	zoning	heightlimit	supdist	Location 1
4108010	Central Waterfront	BP REINSTATED	09/08/2010 07:00:00 AM +0000	3		PROPOSE NEW UNDERGROUND GARAGE WITH 3 CAR GARAGE PARKING. PROPOSED HORIZONTAL ADDITION AT 1ST FLOOR 	Residential	RH-3	521	0							201006073967		06/07/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	2	0							0	4108	010	RH-3	40-X	10	"1067 Tennessee St
(37.758437, -122.388987)"
2653016	Central	BP ISSUED	03/08/2012 08:00:00 AM +0000	2	Addition/alteration to existing single-family dwelling to add a new residential unit, a new garage and exapnd all levels of existing building and a new vertical floor addition, rear yard variance required for rear addition that would extend to the rear pr	RENOVATION OF (E) DWELLING UNIT. ADDITION OF A FLOOR & A BASEMENT (GARAGE), VERTIAL & HORIZONTAL ADD	Residential	RH-2	199	0							201006154512	09/01/2010 07:00:00 AM +0000	06/15/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	2653	016	RH-2	40-X	8	"75 Mars St
(37.761012, -122.444483)"
1412019	Richmond	BP REINSTATED	03/05/2012 08:00:00 AM +0000	3	Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.	ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.	Mixed Use	OUTER CLEMENT	315	0	0						201010253666	07/20/2010 07:00:00 AM +0000	10/25/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	3	-1730			0		-1730		0	1412	019	OUTER CLEMENT	40-X	1	"2034 Clement St
(37.782524, -122.481282)"
4067009A	Showpl/Potrero	BP ISSUED	03/19/2012 07:00:00 AM +0000	2		NEW 3RD FLOOR ADDITION. LEGALIZE (E) 2ND DWELLING UNIT.	Residential	RH-2	197	0							201008239387		08/23/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	4067	009A	RH-2	40-X	10	"466 Missouri St
(37.760425, -122.396634)"
7112010	Ingleside, Other	BP ISSUED	07/07/2011 07:00:00 AM +0000	2		CONVERT EXISTING SINGLE FAMILY DWELLING TO 2 FAMILY DWELLING.	Residential	RH-2	28	0							201009070286		09/07/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	7112	010	RH-2	40-X	11	"50 Sadowa St
(37.712575, -122.455512)"
0516028A	Marina	BP APPROVED	02/29/2012 08:00:00 AM +0000	4		Multiple Permits	Residential	RH-3	820	0							201009080449		09/08/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	4	0							0	0516	028A	RH-3	40-X	2	"136 Pixley St
(37.7986292, -122.4347431)"
4224027	Showpl/Potrero	BP ISSUED	08/19/2011 07:00:00 AM +0000	1	Construction of new dwelling unit above new garage structure.  Subject lot is 50 feet by 100 feet.  2 existing dwelling units on site.	ERECT 2 STORIES OF ONE SINGLE FAMILY	Residential	RH-3	519	0							201009140824		09/14/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							5153	4224	027	RH-3	40-X	10	"1510 25th St
(37.7524949, -122.393947)"
1422016	Richmond	BP ISSUED	07/18/2011 07:00:00 AM +0000	1		(REAR BLDG) TO ERECT 3 STORIES, SINGLE FAMILY RESIDENT.	Residential	RM-1	307	0							201009241614		09/24/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							3046	1422	016	RM-1	40-X	1	"287 11th Av
(37.783043, -122.470127)"
0519029	Marina	BP ISSUED	03/23/2012 07:00:00 AM +0000	2	New contruction of 4-story, 2-unit building.	TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.	Residential	RH-2	370	0							201009271661	05/24/2011 07:00:00 AM +0000	09/27/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	2	0							0	0519	029	RH-2	40-X	2	"3020 Laguna St
(37.799191, -122.430628)"
3555056	Mission	BP REINSTATED	12/23/2011 08:00:00 AM +0000	52		SEISMIC RETROFIT & BLDG REHABILITATION. LIFE SAFETY IMPROVEMENTS INCLUDING 2 ENCLOSED STAIRWAYS & LI	Neighborhood Commercial	Valencia Street	221	0							201009281752		09/28/2010 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	25	0							0	3555	056	Valencia St NCT	55-X	6	"1731 15th St
(37.766245, -122.423076)"
2717014	Central	BP REINSTATED	01/20/2011 08:00:00 AM +0000	1		TO ERECT 3 STORIES, SINGLE FAMILY DWELLING UNIT.	Residential	RH-2	177	0							201011305806		11/30/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	2717	014	RH-2	40-X	8	"3412 Market St
(37.757076, -122.442999)"
8711014	South of Market, Other	BP ISSUED	01/26/2011 08:00:00 AM +0000	150		ERECT 6 STORIES OF 150 DWELLING UNIT.	Mixed Use	MB-RA	655	0	0	0	0	0	0	0	201012036075		12/03/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	150	0	0	0	0	0	0	0	65663	8713	001	MB-RA	MB-RA	6	"1000 Fourth Street (block 13 East)
(37.77337, -122.387329)"
1805037A	Outer Sunset	BP REINSTATED	12/28/2010 08:00:00 AM +0000	2		REMODEL AND CONVERT EXISTING DWELLING FROM 1 UNIT-2 STORIES TO 2 UNITS-3 STORIES. PROVIDE NEW 2 CAR 	Residential	RM-1	192	0							201012076277		12/07/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	1805	037A	RM-1	40-X	4	"1434 La Playa *
(37.759658, -122.508767)"
4058008	Central Waterfront	BP ISSUED	03/09/2012 08:00:00 AM +0000	16		ERECT 5 STORIES, 16 DWELLING UNITS TYPE 1 & 5, COMMERCIAL & RESIDENTIAL NEW BUILDING.	Mixed Use	UMU	558	2000					2000		201012096400		12/09/2010 08:00:00 AM +0000	Mixres	BP Approved/Issued/Re-Instated	16	-1000					-1000		5496	4058	008	UMU	68-X	10	"616 20th St
(37.760768, -122.387975)"
6503020	Central	BP APPROVED	03/28/2012 07:00:00 AM +0000	2	Off street parking variance to add a second dwelling unit without providing a required off-street parking space	DEMO EXISTING REAR YARD ADDITION. BUILD NEW REAR YARD ADDITION. ADD 2ND DWELLING UNIT @ GROUND FLOOR	Residential	RH-2	477	0							201012156796	12/09/2010 08:00:00 AM +0000	12/15/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	6503	020	RH-2	40-X	8	"461 Hoffman Av
(37.7499449, -122.440202)"
6959030	South Central, Other	BP ISSUED	12/27/2011 08:00:00 AM +0000	1		TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.	Residential	RH-1	48	0							201012106469		12/10/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	6959	030	RH-1	40-X	11	"1927 Alemany Bl
(37.720949, -122.438681)"
2830004	Central	BP ISSUED	11/22/2011 08:00:00 AM +0000	2	Front and Rear yard variance	CREATING 2ND UNIT ON 1ST FLOOR. ENLARGING KITCHEN & MASTER BEDROOM WITH REAR-YARD ADDITION. AND ADD 	Residential	RH-2	142	0							201012207050	02/17/2011 08:00:00 AM +0000	12/20/2010 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	2830	004	RH-2	40-X	8	"722 Diamond St
(37.7515157, -122.4365238)"
6941002	Balboa Park	BP APPROVED	03/30/2012 07:00:00 AM +0000	2	Legalize second dwelling unit, without providing required parking.	CONVERT STORAGE TO UNIT ADD NEW UNIT IN REAR LEGALIZE. TO COMPLY W/N.O.V #201082966 DATED: 09/07/10	Residential	RH-2	53	0							201101037758	02/03/2011 08:00:00 AM +0000	01/03/2011 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	6941	002	RH-2	40-X	11	"283 Granada Avenue
(37.7236874, -122.4571851)"
2901C001	Inner Sunset	BP ISSUED	11/22/2011 08:00:00 AM +0000	0	Gas Station demolition, construction of 10, 265 square foot building for CVS pharmacy, a formula retail, on a 7,800 square foot lot.	ERECT 2 STORIES OF RETAIL  & STORAGE.	Mixed Use	NC-1	117	10265					10265		201107250987	01/28/2011 08:00:00 AM +0000	07/25/2011 07:00:00 AM +0000	Retail/Ent	BP Approved/Issued/Re-Instated	0	10265					10265		8447	2901C	001	NC-1	26-X	7	"701 Portola Dr
(37.744306, -122.45326)"
1640051	Richmond	BP ISSUED	12/19/2011 08:00:00 AM +0000	6	Add residential units/ CU for parking V for rear yard, exposure and nonconfomplying sturture	1ST FLOOR CONVERT (E) REAR COMMERCIAL SPACE TO RESIDENTIAL USE. ADD 2ND ENTRANCE EGRESS. 2ND FLOOR C	Mixed Use	NC-2	264	0							201101289269	03/03/2011 08:00:00 AM +0000	01/28/2011 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	4	0							4999	1640	051	NC-2	40-X	1	"327 Balboa St
(37.77716, -122.4622)"
0808036	Market Octavia	BP ISSUED	01/25/2012 08:00:00 AM +0000	63	CU/PUD Amendment to previous PUD approval (Case No. 2007.0487C). Project proposes 63 dwelling units, 5,200 sf of retail uses, and 37 parking spaces. Architecture has been revised from previous approval. PUD Modifications requested for rear yard, usable op	ERECT 5 STORIES WITH 63 DWELLING UNITS	Neighborhood Commercial	HAYES NCT	619	5250					5250		201101289274	04/25/2011 07:00:00 AM +0000	01/28/2011 08:00:00 AM +0000	Mixres	BP Approved/Issued/Re-Instated	63	5250					5250		22795	0808	036	HAYES NCT	40-X/50-X	5	"401 Grove Street
(37.777677, -122.423316)"
0973031	Richmond	BP ISSUED	01/25/2012 08:00:00 AM +0000	1		ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY UNIT BUILDING.	Residential	RH-1	337	0							201104013321		04/01/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	0973	031	RH-1	40-X	2	"3210 Jackson St
(37.7907811, -122.4479479)"
0987033	Richmond	BP ISSUED	02/22/2012 08:00:00 AM +0000	1		ERECT 3 STORY SINGLE FAMILY DWELLING.	Residential	RH-1	756	0							201104083761		04/08/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	0987	033	RH-1	40-X	2	"3650 Washington St
(37.7891989, -122.4533754)"
6506034	Central	BP ISSUED	10/11/2011 07:00:00 AM +0000	5	"Raise existing building 1'-6"" and add new commercial unit and residential unit."	"RAISE (E) BUILDING 1'-6"", ONE (N) COMMERCIAL UNIT AND ONE (N) RESIDENTIAL UNIT ON GROUND FLOOR."	Neighborhood Commercial	24TH-NOE	137	0							201011295711	05/03/2011 07:00:00 AM +0000		Resident	BP Approved/Issued/Re-Instated	1	0							0	6506	034	24TH-NOE	40-X	8	"4159 24th St
(37.7511381, -122.4353932)"
6549031	Central	BP ISSUED	03/29/2012 07:00:00 AM +0000	2		HORIZONTAL ADDITION. ADD SECOND UNIT (STUDIO APT.). FRONT ADDITION & REMODEL @ 2ND FL. REPLACEMENT O	Residential	RH-2	127	0							201105065540		05/06/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	6549	031	RH-2	40-X	8	"3977 25th St
(37.749752, -122.428939)"
0854001	Market Octavia	BP ISSUED	03/20/2012 07:00:00 AM +0000	24	The project would demolish an existing commercial building and construct a new nine-story structure approximately 84 fee tall with ground floor restaurant (3,700 sq. ft.) and below ground parking for 8 spaces.  Total gross building area is 41,435 square f	TO ERET 5 STORIES, 24 UNITS RESIDENTIAL, RETAIL, STORAGE BUILDING.	Mixed Use	NCT-3	588	12100					12100		201109074027	05/16/2011 07:00:00 AM +0000	09/07/2011 07:00:00 AM +0000	Mixres	BP Approved/Issued/Re-Instated	24	16889					6889		5242	0854	001	NCT-3	85-X	6	"1600 Market St
(37.774013, -122.420801)"
3509005	WSoMa	BP APPROVED	02/03/2012 08:00:00 AM +0000	10		Change of Occupancy from retail furniture store to mixed use(Art studio, Art gallery, Congregate living facility and efficiency apartments. Seismic upgrade per 3403.5.- Auto sprinkler system NFPA 13. Partitions, plumbing,mechanical, electrical & finish wo	Industrial	SLR	609	0							201105256770		05/25/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	10	0							0	3509	005	SLR	50-X	6	"140 09th St
(37.775335, -122.4136225)"
2802006	Central	BP ISSUED	01/11/2012 08:00:00 AM +0000	1	Exposure and rea yard variances for the addition of a second dwelling unit in a detached structure at the front of the property	ERECT TYPE 5, 3 STORIES, 1 DWELLING UNIT W/ 1 BASEMENT NEW BUILDING.	Residential	RH-2	159	0							201107059497	06/23/2011 07:00:00 AM +0000	07/05/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	2802	006	RH-2	40-X	8	"680 Douglass St
(37.752942, -122.438935)"
1405045	Richmond	BP ISSUED	03/28/2012 07:00:00 AM +0000	2		CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW 	Residential	RH-2	674	0							201106238762		06/23/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	1405	045	RH-2	40-X	1	"322 29th Av
(37.783219, -122.488927)"
8713001	Mission Bay	BP ISSUED	12/21/2011 08:00:00 AM +0000	147		ERECT NEW 6 STORIES OF 147	Mixed Use	MB-RA	654	0							201108041792		08/04/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	147	0							0	8713	001	MB-RA	MB-RA		"1155 04th St
(37.7735604, -122.3914595)"
4212011	Showpl/Potrero	BP APPROVED	03/05/2012 08:00:00 AM +0000	2		CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU	Residential	RH-3	148	0							201109215213		09/21/2011 07:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0							0	4212	011	RH-3	55-X		"1115 Potrero Av
(37.754036, -122.406083)"
4761031	Other S Bayshore	BP APPROVED	03/23/2012 07:00:00 AM +0000	2		LEGALIZE GROUND FLOOR UNIT. (REF PA# 2004/03/25/9685)	Residential	RH-2	67	0	0	0	0	0	0	0	201112050109		12/05/2011 08:00:00 AM +0000	Resident	BP Approved/Issued/Re-Instated	1	0	0	0	0	0	0	0		4761	031	RH-2	40-X	10	"1382 Revere Av
(37.729395, -122.38589)"
3736085	TB Combo	BP Filed	07/12/2006 07:00:00 AM +0000	66	"01/24/2001 Shadow Study  Prop. K 
New Construction of 20-story, 200-ft. tall, 49,950-sq-ft. new office building w/ subsurface 3-space parking area after removal of a 16-space parking lot.
9/26/05- Revised E filed, New Construction of 20-story residential "	TO ERECT 19 STORIES, 66 DWELLING UNITS OF RESIDENTIAL UNIT.	Commercial	C-3-O(SD)	730	0	0	0	0	0	0	0	200607126309	12/20/2000 08:00:00 AM +0000	07/12/2006 07:00:00 AM +0000	Resident	BP Filed	66	0	0	0	0	0	0	0	4000	3736	085	C-3-O(SD)	200-S	6	"48 Tehama St
(37.787356, -122.396677)"
0269028	Downtown	BP Filed	08/07/2007 07:00:00 AM +0000	0	Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office sp	ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.	Commercial	C-3-O	789	347300	340000	0	0	0	7300	0	200708078938	01/10/2001 08:00:00 AM +0000		MIPS	BP Filed	0	347300	0	0	340000	0	7300	0	34541	0269	026	C-3-O	250-S	3	"350 Bush St
(37.790996, -122.403221)"
1368049	Richmond	BP Filed	01/23/2007 08:00:00 AM +0000	0	Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.	TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING	Residential	RM-1	722	21886	10943	10943	0	0	0	0	200701232361	05/28/2003 07:00:00 AM +0000	01/23/2007 08:00:00 AM +0000	Mixed	BP Filed	0	13686	2743	0	10943	0	0	0	9948	1368	049	RM-1	40-X	2	"4614 California St
(37.784843, -122.466937)"
4991600	Executive Park	BP FILED	10/25/2010 07:00:00 AM +0000	107		GRADING	Commercial	C-2	880	0	0	0	0	0	0	0	200512281146	10/23/2003 07:00:00 AM +0000	12/28/2005 08:00:00 AM +0000	Resident	BP Filed	107	0	0	0	0	0	0	0	633109	4991	279	C-2	100-G/140-H/2	10	"101 Executive Park Bl
(37.711286, -122.394775)"
3557062	Market Octavia	BP Filed	08/19/2008 07:00:00 AM +0000	13	The proposed project (revised per Dept) involves renovation of the existing 3-story fire-damaged rectory structure and construction of a 4-story 19,083 gsf residential building containing 13 dwelling units and 16 off-street parking spaces. M-O Plan Area. 	ERECT A FOUR STORY THIRTEEN UNIT RESIDENTIAL BLDG	Residential	RTO	231	0		0					200311180506	01/15/2009 08:00:00 AM +0000	11/18/2003 08:00:00 AM +0000	Resident	BP Filed	13	-8463	-8463	0		0		0	10395	3557	062	RTO	40-X	8	"200 Dolores St
(37.766192, -122.426658)"
3749059	Rincon Hill	BP Filed	09/14/2010 07:00:00 AM +0000	224	Demolition of an existing building and construction of a 400-foot mixed-use building with 305 dwelling units, 280 off-street parking spaces, and 1,000 GSF of ground floor retail use.  	TO ERECT 40 STORIES, 224 UNITS RESIDENTIAL & MIXED USE BUILDING.	High Density Residential	RH DTR	732	0	0	0	0	0	0	0	201009140800	05/19/2004 07:00:00 AM +0000	09/14/2010 07:00:00 AM +0000	Resident	BP Filed	224	-14000	0	0	-15000	0	1000	0	15000	3749	059	RH DTR	65-X/ 65/400-	6	"45 Lansing St
(37.786042, -122.393859)"
1450007	Richmond	BP Filed	06/27/2008 07:00:00 AM +0000	2	Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be cons	ERECT A 3 STORIES, 2 FAMILY DWELLING	Residential	RH-2	297	0							200806275518	06/01/2004 07:00:00 AM +0000	06/27/2008 07:00:00 AM +0000	Resident	BP Filed	2	0							40074	1450	007	RH-2	40-X	1	"339 18th Av
(37.781576, -122.477495)"
3548039	Mission	BP Filed	07/17/2006 07:00:00 AM +0000	18	Construction of a seven-story structure with 36 affordable senior housing units, no off-street parking, and appx. 2,600 GSF of ground floor commercial use.  	TO ERECT 7 STORY, 18 UNIT MIXED USE BUILDING	Mixed Use	UMU	230	2600	0	0	0	0	2600	0	200607176702	07/20/2004 07:00:00 AM +0000	07/17/2006 07:00:00 AM +0000	Mixres	BP Filed	18	2600	0	0	0	0	2600	0	3617	3548	039	UMU	68-X	6	"1801 Mission St
(37.768125, -122.419783)"
4059009	Central Waterfront	BP Filed	02/06/2006 08:00:00 AM +0000	40	Demolition of an existing one-story, commercial building and construction of a six-story, mixed-use building with 80 dwelling units, 80 off street parking spaces and appx. 14,000 GSF of ground floor commercial use.  	TO ERECT 40 DWELLING UNITS IN A 6 STORY NEW BUILDING	Mixed Use	UMU	558	14000	0	0	0	0	14000	0	200602063862	04/26/2005 07:00:00 AM +0000	02/06/2006 08:00:00 AM +0000	Mixres	BP Filed	40	14000	0	0	0	0	14000	0	13935	4059	009	UMU	68-X	10	"2298 03rd St
(37.760595, -122.388823)"
2625007A	Buena Vista	BP Filed	03/03/2006 08:00:00 AM +0000	2	Renovation and rehabilitation of an existing residential building constructe c. 1900.	ERECT 4 STORIES OF 2 DWELLING  UNITS.	Residential	RH-2	563	0	0	0	0	0	0	0	200509021966	03/03/2006 08:00:00 AM +0000	09/02/2005 07:00:00 AM +0000	Resident	BP Filed	1	0	0	0	0	0	0	0	3768	2625	007A	RH-2	40-X	8	"70 Douglass St
(37.762618, -122.439699)"
3575063	Mission	BP Filed	03/24/2010 07:00:00 AM +0000	3	Project would require a rezoning from RH-2 to NC-3. Proposed project construct a three-story addition to the existing one building on the project site. The new building would be four-story, 50-feet in height consisting of 1,996 sq. ft. ground floor restau	SITE PERMIT-REMODEL OF (E) 1 STORY STRUCTURE. ALTERED BUILDING WILL CONTAIN 4 STORIES, CONSISTING OF	Residential	RTO	205	1996	0	0	0	0	1996	0	201003248891	12/15/2005 08:00:00 AM +0000	03/24/2010 07:00:00 AM +0000	Mixres	BP Filed	2	1996	0	0	0	0	1996	0	2000	3575	063	RTO-Mission	55-X	6	"3249 17th St
(37.763376, -122.418102)"
3598028	Central	BP Filed	01/12/2006 08:00:00 AM +0000	8	Conditional use authorization to allow construction of a new church  (Second Church of Christ, Scientist) pursuant to Section 209.3(j), eight new dwelling units pursuant to Section 209.1(h), and off-street parking for up to 42 cars for the church use purs	DEMOLITION OF A ONE STORY CHURCH	Residential	RH-3	183	24000	0	24000	0	0	0	0	200601122067	02/02/2006 08:00:00 AM +0000	01/12/2006 08:00:00 AM +0000	Mixres	BP Filed	8	2000	2000	0	0	0	0	0	14891	3598	028	RH-3	40-X	8	"651 Dolores St
(37.759023, -122.425726)"
2752024	Central	BP Filed	01/13/2006 08:00:00 AM +0000	1		ERECT 2 STORIES SINGLE FAMILY DWELLING	Residential	RH-2	179	0	0	0	0	0	0	0	200601132095		01/13/2006 08:00:00 AM +0000	Resident	BP Filed	1	0	0	0	0	0	0	0	3716	2752	024	RH-2	40-X	8	"331 Collingwood St
(37.75715, -122.435594)"
3731087	East SoMa	BP Filed	01/20/2006 08:00:00 AM +0000	8	Demolish  existing 2500 sf PDR bldg & construct 40 foot high, 16,000 sf bldg with 8 dwelling units and 8 parking spaces.	TO ERECT 5 STORIES, 8 DWELLING UNITS OF RESIDENTIAL BUILDING.	Mixed Use	RED	627	0	0	0	0	0	0	0	200601202701	12/04/2006 08:00:00 AM +0000	01/20/2006 08:00:00 AM +0000	Resident	BP Filed	8	-2500	0	0	0	-2500	0	0	4558	3731	087	RED	65-X	6	"190 Russ St
(37.777758, -122.407112)"
3703086	Downtown	BP Filed	02/02/2006 08:00:00 AM +0000	47	"Demolish existing 15,000 sq. ft. office/printing shop and construct 47 dwelling units and 24 parking spaces. Total sq. footage of new struction would be 31,135 (36,973, as of 3-28-2007) sq. ft. and building would be approximately 80' (74' 10"", as of 2-28-"	TO ERECT 8 STORY, 47 CONDO UNITS	Commercial	C-3-G	666	0							200602023710	09/11/2008 07:00:00 AM +0000	02/02/2006 08:00:00 AM +0000	Resident	BP Filed	47	-15000				-15000			5850	3703	086	C-3-G	120-F	6	"570 Jessie St
(37.781122, -122.409809)"
3628014	Central	BP Filed	02/09/2006 08:00:00 AM +0000	2		ERECT 2 STORIES 2 DWELLING UNITS BLDG.	Residential	RM-1	164	0	0	0	0	0	0	0	200602094307		02/09/2006 08:00:00 AM +0000	Resident	BP Filed	2	0	0	0	0	0	0	0	7867	3628	014	RM-1	40-X	8	"1090 Church St
(37.753555, -122.427786)"
3834001	Showpl/Potrero	BP Filed	12/07/2011 08:00:00 AM +0000	65	The proposed project involves the construction of three building residential complex including 450 dwelling units, 26,500gsf of ground-floor retail space and 503 off-street parking spaces.  The project would include a partial street vacation to narrow the	ERECT 6 STORY 65 UNITS RESIDENTIAL & COMMERCIAL BUILDING.	Mixed Use	UMU	651	26500	0	0	0	0	26500	0	201112070227	02/23/2006 08:00:00 AM +0000	12/07/2011 08:00:00 AM +0000	Mixres	BP Filed	65	26500	0	0	0	0	26500	0	136691	3833	001	UMU	68-X	10	"1000 16th St
(37.76649, -122.396988)"
3821007	Showpl/Potrero	BP Filed	07/22/2011 07:00:00 AM +0000	15	Construction of a five-story, mixed-use building with 15 dwelling units, 15 off-street parking spaces, and 1,155 GSF of ground floor commercial use.  	ERECT 4 STORIES, TYPE 3, 15 PDR UNITS ABOVE RETAIL & GARAGE BLDG.	Industrial	PDR-1-D	651	1155	0	0	0	0	1155	0	201107220904	04/13/2006 07:00:00 AM +0000	07/22/2011 07:00:00 AM +0000	Mixres	BP Filed	15	1155	0	0	0	0	1155	0	11858	3821	007	PDR-1-D	68-X	10	"1150 16th Street
(37.766499, -122.398135)"
3588012	Mission	BP Filed	05/01/2006 07:00:00 AM +0000	17	17 NEW DWELLING UNITS OVER GROUND FLOOR RETAIL (2900 SF) AND 17-CAR PARKING GARAGE 	TO ERECT 5 STORY RESIDENTIAL, RETAIL, AND GARAGE	Neighborhood Commercial	Valencia Street	204	2950	0	0	0	0	2950	0	200605010369	10/12/2006 07:00:00 AM +0000	05/01/2006 07:00:00 AM +0000	Mixres	BP Filed	17	2950	0	0	0	0	2950	0	10026	3588	012	Valencia St NCT	55-X	8	"3500 19th St
(37.760168, -122.421507)"
5992A060	South Central, Other	BP Filed	12/22/2010 08:00:00 AM +0000	35	The proposed project would demolish the four two-story buildings and construct 56 dwelling units on 33 newly subdivided lots in a new PUD development. Ten lots would contain single-family homes and 23 lots would contain duplexes. Acces would be provided v	Multiple Permits	Residential	RH-1	900	0	0	0	0	0	0	0	201012227225	05/04/2006 07:00:00 AM +0000	12/22/2010 08:00:00 AM +0000	Resident	BP Filed	35	0	0	0	0	0	0	0	86068	5992A	060	RH-1	40-X	9	"495 Cambridge St
(37.72543, -122.417816)"
1571015C	Richmond	BP Filed	05/22/2006 07:00:00 AM +0000	2		TWO FAMILY RESIDENCES. VERTIVCAL AND HORIZONTAL ADDITION AND REMODELING	Residential	RH-2	274	0	0	0	0	0	0	0	200605222098		05/22/2006 07:00:00 AM +0000	Resident	BP Filed	1	0	0	0	0	0	0	0	2992	1571	015C	RH-2	40-X	1	"622 29th Av
(37.777454, -122.488659)"
5654023	Bernal Heights	BP Filed	12/09/2011 08:00:00 AM +0000	1		ERECT 3 STORY SINGLE FAMILY RESIDENTIAL.	Residential	RH-1	728	0							201112090432		12/09/2011 08:00:00 AM +0000	Resident	BP Filed	1	0							0	5654	023	RH-1	40-X		"209 Prentiss St
(37.7400628, -122.4120582)"
1726003	Outer Sunset	BP Filed	05/25/2006 07:00:00 AM +0000	2		ADD 3RD FLOOR TO EXISTING BLDG. (ADD 2ND UNIT)	Residential	RH-2	555	0	0	0	0	0	0	0	200605252451		05/25/2006 07:00:00 AM +0000	Resident	BP Filed	1	0	0	0	0	0	0	0	3002	1726	003	RH-2	40-X	4	"1223 24th Av
(37.76465, -122.482755)"
3727168	Downtown	BP Filed	06/09/2006 07:00:00 AM +0000	25	"Construction of 25-unit, 6-story, residential building with common roof deck, ground floor retail and basement parking (possibly stacker), totalling 30,914-gsf. Previous FMND 2000.531E.  Existing excavation /shoring permit 2006.1086D.
"	TEMPORARY SHORING FOR EXCAVATION AT 1145 MISSION ST.REVISION TO FOUNDATION PERMIT APP# 200007145147	Industrial	SLR	623	5745					5745		200606093615	07/19/2007 07:00:00 AM +0000	06/09/2006 07:00:00 AM +0000	Mixres	BP Filed	25	1996					1996		6748	3727	168	SLR	65-X	6	"1145 Mission St
(37.778401, -122.411708)"
5395065	Other S Bayshore	BP Filed	06/20/2006 07:00:00 AM +0000	1		ERECT 3 STORIES 1 DWELLING UNIT	Residential	RH-1	89	0	0	0	0	0	0	0	200606204561		06/20/2006 07:00:00 AM +0000	Resident	BP Filed	1	0	0	0	0	0	0	0	5000	5395	065	RH-1	40-X	10	"47 Ledyard St
(37.733382, -122.401974)"
