PROJECT_TYPE	APN	NAMEADDR	Alias	Entitled	BESTSTAT	BESTDATE	UNITS	UNITSNET	AFFORDABLE	AFFORDABLENET	SECTION415	AFF_TARGET	TENURE_TYPE	DA	CASENO	PLN_DESC	BPAPPLNO	BP_DESC	COST	EXISTUSE	PROPUSE	TOTAL_GSF	NET_GSF	CIE_EXIST	CIE	CIENET	MED_EXIST	MED	MEDNET	MIPS_EXIST	MIPS	MIPSNET	PDR_EXIST	PDR	PDRNET	RET_EXIST	RET	RETNET	VISIT_EXIST	VISIT	VISITNET	PLANNER	APPLICANT	CONTACT	CONTACTPH	NEWNEIGHBO	Zoning_Simplified	Zoning_Generalized	ZONING	HEIGHTLIMIT	SUPDIST	PLNGAREA	Location
Mixres	APN 4023004A	2750 19TH ST		FALSE	PL FILED	11/17/2014 12:00:00 AM	60	60							2014.0999	Partial or total demolition of existing structure.  The project will provide 60 residential units with a landscaped courtyard at 2nd floor above ground floor retail and basement parking.			25000000			10112	-822	0			0			0			10934	0	-10934	0	10112	10112	0			AA CONV											(37.760799408, -122.4097137451)
Resident	APN 1202002B	650 DIVISADERO ST		FALSE	PL FILED	08/26/2014 12:00:00 AM	60	60							2013.1037	Existing 1-story auto repair warehouse building to be partially demolished in which part a 5-story 9-unit residential condominium building to be built.  The remaining portion of the building to be remodeled into 3 independent commercial  2 restaurants and			5000000			0	0	0			0			0			0			0			0			SLAI	Warner Schmalz	Warner Schmalz	415-252-7063		NC-2	Mixed Use	NC-2	65-A			(37.7757415771, -122.4375915527)
Mixres	APN 3780004E	828 BRANNAN ST		FALSE	PL FILED	04/14/2016 12:00:00 AM	60	60							2015-015789PRJ	The proposed project is to demolish the exiting two-story building and to construct a 6-story residential building with ground-floor commercial space.  The project would contain 61,000 gross square feet, with a total of 60 dwelling units in a mix of 25 st						2411	-10194										12605	0	-12605	0	2411	2411				VBYRD	Reuben, Junius, and Rose, LLP		4155679000								(37.7727508545, -122.4041595459)
Mixres	APN 3999002	249 PENNSYLVANIA AV	201 PENNSYLVANIA AV / 935 MARIPOSA ST	TRUE	BP FILED	11/22/2016 12:00:00 AM	59	59	10	10	On-site BMR Project 	55% AMI; 	Rental		2014.1279	Demolition of two (2) existing hardware warehouses and new construction of a 4-story building with 3 stories of residential units and ground floor with residential/commercial spaces.  Proposed parking on ground floor/basement level to provide 44.	201611223357	"TO ERECT 4 STORIES, ONE BASEMENT, 59 DWELLING APARTMENT & RETAIL.
** MAHER: EXEMPTED - APPROVAL FROM DPH ATTACHED WITH PLAN. SEE A-07 **"	9000000		APARTMENTS	3426	-15699	0			0			0			19125	3426	-15699	0			0			CTOWNES											(37.7629699707, -122.3931732178)
Resident	APN 4044013	777 TENNESSEE ST		TRUE	BP ISSUED	04/27/2017 12:00:00 AM	59	59	8	8	On-site BMR Project 	90% AMI; 	Ownership		2013.0312	The proposed project would involve the demolition of an existing two-story light industrial building and construction of a new multi-family building.  The proposed new building would include 59 Residential units over below grade parking which would contai	201507141485	TO ERECT 5 STORIES, 2 BASEMENTS, 59 UNITS RESIDENTIAL & PARKING.	22800000		APARTMENTS	0	-11424	0			0			0			11424	0	-11424	0			0			CTOWNES	Gary Burk	Mitchell Benjamin	882-9783 x10	Central Waterfront	UMU	Mixed Use	UMU	58-X	10		(37.7620277405, -122.3893280029)
Mixres	APN 2515001	2800 SLOAT BL		TRUE	CONSTRUCTION	08/28/2017 12:00:00 AM	56	56	7	7	On-site BMR Project 	90% AMI; 	Ownership		2005.1066	Demolition of existing buildings and construction of three new five-story buildings with a total of 55 dwelling units, 48 parking spaces in an underground parking garage, 26,000 gsf of ground floor retail, and 34 covered spaces for the commercial use. 	201402047761	TO ERECT 5 STORIES, 1 BASEMENT, 56 UNITS RESIDENTIAL OVER COMMERCIAL, MIXED USED BUILDING.	30000000		APARTMENTS	22779	6435	0			0			0			0			0	22779	22779	0	0	-16344	KCONNER	Kieran O'Carroll	Rachel Hamilton	510-547-6914	Rest of City	NC-2	Mixed Use	NC-2	100-A	4		(37.7358551025, -122.504737854)
Mixres	APN 0691001	1145 POLK ST		FALSE	BP FILED	11/20/2015 12:00:00 AM	54	54							2014-001674PRJ	Demolition of existing building; construction of mixed-use building with retail space on first floor and 5 floors above of residential space consisting of 54 units of studio apartments.  Modification of existing basement to create subterranean parking lot	201511203273	TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-B / III-A, 54 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.	8500000		APARTMENTS	6990	-13737	0			0			0	0	-12477	0			0	6990	-1260	0			NFOSTER	Dolmen Property Group		255-9024								(37.7874641418, -122.4202957153)
Mixres	APN 3548033	1801 AND 1863 MISSION ST		TRUE	BP ISSUED	08/01/2017 12:00:00 AM	54	54							2009.1011	Construction of two new residential buildings in existing parking lots. The projects would include: Site 1: 17 dwelling units, 7 pkg spaces & retail space; Site 2: 37 residential units, 17 PKG space and retail.	201310038419	ERECT 7 STORIES,17 DWELLING UNIT,MIX USE,TYPE 1 .	2000000		APARTMENTS	3235	3235	0			0			0			0			0	3235	3235	0			CTOWNES											(37.7672653198, -122.4194641113)
Mixres	APN 3965021	2435 - 2445 16TH ST	2435 16TH ST	TRUE	PL APPROVED	07/13/2016 12:00:00 AM	53	53	8	8	On-site BMR Project	90% AMI; 	Ownership		2014.1201	DEMOLISH AUTO REPAIR SHOP	201512316248	TO ERECT 7 STORIES OF 53 DWELLING UNITS (MIX USE BLDG TYPE I CONSTRUCTION)	11000000		APARTMENTS	7399	-2598	0			0			0			0	0	-9997	0	7399	7399	0			EJACKSON											(37.7653198242, -122.4111175537)
Mixres	APN 0595008	2050 VAN NESS AV / 1675 PACIFIC AV		FALSE	PL FILED	03/01/2016 12:00:00 AM	53	53							2014.1573	Replace existing structure on site with an 8-story multi-family residential project with ground floor retail and parking.			16920889			1378	-11030	0			0			670	0	-670	6625	0	-6625	5113	1378	-3735	0			AA CONV											(37.794631958, -122.4227981567)
Mixres	APN 0936014	2444 LOMBARD ST		FALSE	PL FILED	03/25/2015 12:00:00 AM	53	53							2014.1183	The proposed project is to demolish the existing building and construct a new mixed-use building consisting of 53 residential units, a basement-level residential parking garage, ground-floor retail space, and commercial parking.  The building would be fou						4000	-12000	0	2000	-6000	0			0			0			8000	2000	-6000	0			DLINDSAY											(37.7994117737, -122.4420547485)
Resident	APN 0318020	651 - 655 GEARY ST		TRUE	PL APPROVED	07/07/2016 12:00:00 AM	52	52	6	6	On-site BMR Project	90% AMI; 	Ownership		2014.0482	The proposed project is to construct a 13-story, 130-foot tall mixed use building. The existing building on the 7,008 square foot subject lot was demolished recently (Case No. 2012.0628E)  The proposed new building would include 47 dwelling units, 28 park						0	0	0			0			0			0			0			0			AA CONV											(37.7863426208, -122.4139556885)
Mixres	APN 3532019B	235 VALENCIA ST		FALSE	PL FILED	11/08/2016 12:00:00 AM	50	50	6	6					2016-007877PRJ	The proposed project on 235 Valencia will include four residential stories above a commercial ground floor.  The project proposes 50 residential units, comprised primarily of studios under 350 SF and 40% two-bedroom or larger units. Below market rate (BMR						5479	-3521										9000	0	-9000		5479	5479					DDG 235 Valencia Realty LLC	Craig Hamburg									(37.769203186, -122.4218444824)
Mixres	APN 0343014	181 TURK ST / 180 JONES ST		TRUE	BP ISSUED	09/09/2015 12:00:00 AM	37	37	4	4	On-site BMR Project 	100% AMI; 	Ownership		2005.0267	Build 32 dwellings, ground floor commercial space and 8 off-street parking spaces on site authorized as vacant, but used as parking lot.	200608230323	ERECT 8 STORIES OVER BASEMENT RESIDENTIAL, RETAIL & PARKING BUILDING.	12038000		APARTMENTS	3060	3060	0			0			0			0			0	3060	3060	0			TFRYE											(37.78282547, -122.4121551514)
Mixres	APN 6571012	3314 CESAR CHAVEZ ST		FALSE	BP FILED	04/14/2015 12:00:00 AM	50	50							2014-003160PRJ	The proposed project is to demolish the existing 13,793 square foot one-story reinforced concrete industrial building that was constructed circa 1900 in the Modern style. The proposal also includes the construction of a six-story, 65-foot tall mixed use b	201504143580	TO ERECT 6 STORIES OF 50 RESIDENTIAL UNITS 4 COMMERCIAL UNITS	8000000		APARTMENTS	1740	-14553	0			0			2500	0	-2500	13793	0	-13793	0	1740	1740	0			DVU	ZoneDesign Development		4153776694								(37.7485198975, -122.4164657593)
Resident	APN 5696036	992 PERALTA AV		FALSE	BP FILED	07/11/2016 12:00:00 AM	50	50	8	8					2012.1139	Construct 5 story, 50 unit residential condominium building with 50 off street parking spaces.	201607111961	CONSTRUCT (N) 5-STORY, 49 DWELLING UNIT RESIDENTIAL CONDOMINIUM	7000000		APARTMENTS	0	0	0			0			0			0			0			0			RBRESSAN	CENTERSTO	C. STEVEN	415-550-6	Rest of City	NC-S	Mixed Use	NC-S	40-X	9		(37.7373161316, -122.4094009399)
Mixres	APN 3635014	1198 VALENCIA ST		TRUE	CONSTRUCTION	09/28/2017 12:00:00 AM	49	49	6	6	On-site BMR Project 	90% AMI; 	Ownership		2012.0865	Demo gas station structure and construct 42 dwelling units over commercial ground floor.	201507141495	CONSTRUCT (N) 5-STORY 52 RESIDENTIAL MIXED USE BUILDING	14888000		APARTMENTS	5050	4610	0			0			0			440	0	-440	0	5050	5050	0			DVU				Mission	Valencia Street	Neighborhood Commercial	Valencia St NCT	55-X	8		(37.7539329529, -122.4211807251)
Resident	APN 0744002	807 FRANKLIN ST		FALSE	PL FILED	06/23/2015 12:00:00 AM	50	49	5	5					2013.1224	The proposed project is the addition & alteration to a historic, single-family victorian home, including the removal of non-historic rear addition and expansion of penthouse and construction of a new 8-story, multi-family residential apartment building in			13093388			0	0	0			0			0			0			0			0			SLAI	Toby Morris	Edward Morris	415 749-0302		RM-4	Residential	RM-4	80-B			(37.782119751, -122.4227142334)
Mixres	APN 3754038	1075 &1089 FOLSOM ST		FALSE	BP FILED	02/14/2017 12:00:00 AM	48	48							2016-008438PRJ	The project is to demolish the existing buildings on these two lots to construct a new, 6-story residential building with ground floor commercial space.  The new building will be 48 SRO units on 6 floors with 1,480 square feet of commercial space.  No aut	201702149384	ERECT 6 STORIES. 48 DWELLING UNIT MIX USE WITH TYPE 1A CONSTRUCTION.	4900000		APARTMENTS	1480	-3220			0			0			0		0	-4700		1480	1480			0	KDURANDE	Jeffer Mangels Butler & Mitchell LL	David Cincotta	415-984-9625								(37.776889801, -122.4072341919)
Resident	APN 3948002	98 PENNSYLVANIA AV		TRUE	BP FILED	12/23/2016 12:00:00 AM	48	48	7	7	On-site BMR Project 	90% AMI; 	Rental		2013.0517	Proposed new construction of a five-story building at 98 Pennsylvania Avenue. The proposed design includes 45 residential units from first floor to fifth floor.  There will be 16 one-bedroom units, and 29 two-bedroom units.  The project shall also include	201612235806	"TO ERECT 5 STORY, 1 BASEMENT, TYPE III-A OVER TYPE I-A, 48 UNITS APARTMENTS BUILDING.
** MAHER: N/A **"	6500000		APARTMENTS	0	0	0			0			0			0			0			0			AA CONV											(37.7655601501, -122.3942184448)
Mixres	APN 0670024	1433 BUSH ST		TRUE	PL APPROVED	08/09/2016 12:00:00 AM	47	47	6	6	On-site BMR Project 		Ownership		2015-009279PRJ	The proposed project is to demolish an existing one-story commercial building containing an automotive rental use and new construction of a 128-foot tall, 10-soty mixed-use building containing 34 dwelling units, 20 residential parking spaces and 1357 squa	201605318777	TO ERECT 8 STORIES, 0 BASEMENT, 40 UNITS RESIDENTIAL CONDOS OVER GROUND FLOOR COMMERCIAL & PARKING.	10000000		APARTMENTS	1830	-4770													6600	1830	-4770	0			AHUISMAN	JS Sullivan Devleopment, LLC		4155302307						3		(37.7883644104, -122.4208450317)
Mixres	APN 3532013	1463 STEVENSON ST	344 14TH ST	FALSE	PL FILED	06/28/2016 12:00:00 AM	45	45							2014.0948	For 344 - 14th Street: proposing to construct a mixed-use building with 45  residential units, 5,849 sq.ft. of retail. For 1463 Stevenson Street: proposing to construct a building with 18,995 sq.ft. of ground floor PDR space and 47 parking spaces.						24765	24765	0			0			0			0	19025	19025	0	5740	5740	0			AA CONV											(37.7684593201, -122.4210968018)
Resident	APN 1691019	850 LA PLAYA		FALSE	PL FILED	06/14/2011 12:00:00 AM	45	45							2011.0667	The project consists of a phased development renovating an existing grocery store.  The first phase will involve the construction of a new 65,300 sq.ft. store in the area of an existing parking lot.  The existing store will then be demolished with undergo						0	0	0			0			0			0			0			0			AA CONV											(37.772354126, -122.5094299316)
Mixres	APN 3730004	230 07TH ST		FALSE	PL FILED	07/30/2014 12:00:00 AM	44	44							2014.0244	The proposed project is to demolish the existing 14,230 square foot single-story garage parking building and construct two new buildings with an at grade inner court between the two buildings and an underground parking garage with 29 spaces.  The new buil						718	718	0			0			0			0			0	718	718	0			EJACKSON	John Ramsbacher	John Ramsbacher	408-293-3616		W SoMa MUG	Mixed Use	WMUG	65-X			(37.7772941589, -122.4091262817)
Resident	APN 0256016	875 CALIFORNIA ST / 770 POWELL ST		TRUE	BP FILED	03/09/2016 12:00:00 AM	44	44			Fee Payment 				2014-000609PRJ	The project proposes to demolish a parking structure at 875 California and parking lot at 770 Powell Street and construct a 52,400 gsf residential building, with 15,150 gsf parking in the basement.	201603091627	"TO ERECT 8 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL BUILDING.
** MAHER: N/A **"	27000000		APARTMENTS	0	0	0			0			0			0			0			0			KGUY											(37.7917823792, -122.4089126587)
Resident	APN 4108017	901 TENNESSEE ST		TRUE	BP ISSUED	08/01/2017 12:00:00 AM	44	44	6	6	On-site BMR Project 	55% AMI; 	Ownership		2013.0321	The proposed project would include demolition of an existing one-story warehouse and construction of a new four-story, residential building.  The building shall consist of four residential levels with 39 units, over basement level with parking and mechani	201604285990	"TO ERECT A TYPE 5, 4 STORIES, 1 BASEMENT, 44 RESIDENTIAL UNIT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU.YD OF SOIL; ROUTE TO DPH **"	7780000		APARTMENTS	0	-9000	0			0			0			0	0	-9000	0			0			RSUCRE	William Mollard	William Mollard	409-9267	Central Waterfront	UMU	Mixed Use	UMU	40-X	10		(37.7602272034, -122.3891525269)
Resident	APN 6017013	362 MADRID ST		FALSE	BP Filed	06/20/2017 12:00:00 AM	2	1		0							201706209777	COMPLY W/COMPLAINT#201782940. UNIT LEGALIZATION ORD 43-4. LEGALIZATION OF UNIT INSTALLED WITHOUT PER	42000		2 FAMILY DWELLING	0	0			0			0			0			0			0			0												(37.7238616943, -122.4314498901)
Resident	APN 3510058	915 - 935 MINNA ST	915 MINNA ST	TRUE	BP FILED	02/19/2016 12:00:00 AM	44	44			On-site BMR Project		Rental		2015-002600PRJ	"Proposed new construction of a residential building (4 stories above ground).

The PPA was submitted on 3/2/15 and the 90 day deadline is 5/31/2015."	201602190104	"TO ERECT 4 STORIES, 1 BASEMENT, 44 UNITS RESIDENTIAL APARTMENT BUILDING.
** MAHER: DISTURBANCE OF AT LEAST 50 CU. YD. OF SOIL. ADDENDUM TO BE ROUTED TO DPH **."	11000000		APARTMENTS	0	0	0			0			0			0			0			0			DVU	Equity Community Builders		4156516200								(37.7742881775, -122.415802002)
Mixres	APN 3731021	1052 - 1060 FOLSOM ST & 190 - 194 RUSS ST		FALSE	PL FILED	06/23/2016 12:00:00 AM	46	42							2016-004905PRJ	All of the existing buildings will be demolished.  A new six story building consisting of five stories of wood frame construction above a one story concrete ground level podium will be constructed.  The first story in the podium will include commercial sp						3302	-8927	0			0			8530	0	-8530	0			3699	3302	-397	0			VBYRD	Golden Properties LLC		4155337455								(37.7776832581, -122.4070968628)
Mixres	APN 3730023	1174 - 1178 FOLSOM ST		TRUE	BP ISSUED	07/18/2016 12:00:00 AM	42	42							2012.1553	The proposed project would involve merging two existing lots, demolition of two existing two-story structures, and the constuction of new 6 story, 65' tall building with basement parking. The proposed project would include retail on the first floor, offic	201508265383	ERECT 6-STORY, 1 BASEMENT FOR 42 DWELLING UNITS, RETAIL AND OFFICE BUILDING. TYPE 3-A CONSTRUCTION. MAHER ORDINANCE IS COMPLY.	8300000		APARTMENTS	9888	288	0			0			0	5908	5908	9600	0	-9600	0	3980	3980	0			JKUGLER	Erik Liu	Erik Liu	314-8700	Western SOMA	SLR	Industrial	Folsom NCT	65-X	6		(37.7757148743, -122.4097442627)
Mixres	APN 0855016	1700 MARKET ST		TRUE	BP APPROVED	09/26/2017 12:00:00 AM	42	42	5	5	On-site BMR Project 	90% AMI; 	Ownership 		2013.1179	43 unit,  8 story residential building with ground floor commerical.	201604074244	CONSTRUCT (N) MIXED-USED BUILDING (APARTMENT & COMMERCIAL)	6500000		APARTMENTS	1753	-1647	0			0			0			0			3400	1753	-1647	0			TCHANG	Warner Schmalz	Warner Schmalz	415-252-7063		NCT-3	Mixed Use	NCT-3	85-X	6		(37.7729530334, -122.4224472046)
Mixres	APN 0717003	719 LARKIN ST		FALSE	BP FILED	12/22/2016 12:00:00 AM	42	42	5	5					2015-005329PRJ	Demolish existing one-story over basement commercial building and construct a new mixed use 8-story building consisting of a basement level storage and residential parking garage, 1,400 SF ground floor retail, and 42 residential units.	201612225735	"TO ERECT 8 STORIES, NO BASEMENT, TYPE IB, 42 RESIDENTIAL UNITS WITH MIXED USED BUILDING.
** MAHER: N/A **"	6000000		APARTMENTS	1400	-4600	0			0			0			0			6000	1400	-4600	0			VBYRD	JS Sullivan Devleopment, LLC		4155010931								(37.7845458984, -122.4180755615)
Mixres	APN 3559008	2238 - 2254 MARKET ST		TRUE	PL APPROVED	02/11/2016 12:00:00 AM	44	41	5	5	On-site BMR Project 	90% AMI; 	Rental		2014.1510	This is a Priority Processing Application for Type 3: LEED Platinum.  The project includes a vertical addition of 3-4 floors of residential dwelling units on top of an existing building at 2248-2254 Market Street, which is to be retained.  A new construct	201703312940	CHANGE OF USE. VERTICAL & HORIZONTAL ADDITION TO EXISTING. 5-STORY, 44 DWELLING UNITS WITH COMMERCIAL OVER BASEMENT GARAGE BUILDING.	20000000	MORTUARY	APARTMENTS	11146	-7654	0	5573	-3827	0			0			0			9400	5573	-3827	0			DWASHING											(37.7645378113, -122.4312133789)
Resident	APN 0546001	2465 VAN NESS AV		FALSE	BP FILED	12/28/2016 12:00:00 AM	41	41							2015-014058PRJ	"Construction of a new 7 story 41 unit multi-family residential structure over retail and parking garage for both vehicles and bikes.

The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16."	201612285989	ERECT A 7 STORIES, 41 RESIDENTIAL UNITS, 1 BASEMENTS, TYPE 1B MIXED USE BUILDING. BUILDING ON BLOCK 0546, LOT 001 & 002. MAHER EXTENSION IS NOT APPLIED.	21000000		APARTMENTS	4652	4652													0	4652	4652				MWOODS	DM Development Partners, LLC		4153787566	VanNess Corridor	RC-3	Mixed Use	RC-3	65-A	3		(37.7982254028, -122.4243087769)
Mixres	APN 1450008	5400 GEARY BL	ALEXANDRIA THEATER	TRUE	CONSTRUCTION	09/18/2017 12:00:00 AM	41	41	4	4	On-site BMR Project 	90% AMI; 	Ownership		2004.0482	Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be cons	200806275522	ERECT A 4-STORY, 41 DWELLING UNITS (RESIDENTIAL CONDO/COMM & GARAGE), 2 BASEMENTS.	12200000		APARTMENTS	1100	1100	0			0			0			0			0	1100	1100	0			MWOODS	Patrick Luy	David Silverman	567-9000	Geary Corridor	NC-3	Mixed Use	NC-3	40-X	1		(37.7811050415, -122.4775924683)
Resident	APN 3509037	1337 MISSION ST		FALSE	BP FILED	03/27/2017 12:00:00 AM	40	40							2017-004789PRJ		201703272460	T.I. RENOVATION & (N) VERTICAL ADDITION, CHANGE OF USE FROM (E) OFFICES TO HOTEL/APT COMPLEX (40 HOTEL UNITS) & (N) CAFE/COCKTAIL LOUNGE. CONSTRUCT & PROVIDE (N) EGRESS STAIRS & INSTALL (N) PASSENGER ELEVATOR.	2100000	NITE CLUB	APARTMENTS	0	0																														(37.7756652832, -122.4149856567)
Mixres	APN 3726103	119 07TH ST		TRUE	CONSTRUCTION	09/27/2017 12:00:00 AM	39	39			Fee Payment 				2012.0673	A new 8-story residential development consisting of 48 dwelling units, 1 level of below-grade parking with 15 spaces, and 2,795 sf of ground floor retail.	201406249298	ERECT NEW MIXED-USED 8 STORY 39 RESIDENTIAL UNITS APARTMENT/PARKING LOT. MAHER ORDINANE IS NOT REQUIRED.	17237620		APARTMENTS	1974	-30426	0			0			0			0			0	1974	1974	0	0	-32400	RSUCRE	Nicole Belcore	Andrew J. Junius	415 567-9000	Eastern SOMA	MUG	Mixed Use	MUG	85-X	6		(37.7790718079, -122.4103088379)
Mixres	APN 3755054	349 08TH ST		TRUE	PL Approved	05/19/2017 12:00:00 AM	38	38							2015-004085PRJ	Construct a new 5-story mixed-use residential building consisting of 38 residential units with associated private and common open space.						1236	1236	0			0			0			0			0	1236	1236	0			KDURANDE	Riyad Ghannam		415-649-6202								(37.774684906, -122.4091873169)
Resident	APN 0670011	1238 SUTTER ST		TRUE	CONSTRUCTION	08/08/2017 12:00:00 AM	37	37	4	4	On-site BMR Project 	90% AMI; 	Ownership		2013.1238	Demolition of existing building, retain facade & construct a new 9-story mixed-use commercial and residential building with 37 dwelling units and ground floor commercial space fronting Sutter and Fern Streets, all parking to be bicycle storage.	201507161644	CONSTRUCT 9-STORY MIXED-USE W/ 2 COMMERCIAL GROUND FLOOR LEASE SPACES AND 8-STORY OF RESIDENTIAL W/ 37 UNITS ABOVE.	11466000	RETAIL SALES	APARTMENTS	0	0	0			0			0			0			0			0			DLINDSAY											(37.7879295349, -122.4208221436)
Mixres	APN 4059001C	2230 3RD ST		FALSE	PL FILED	03/06/2014 12:00:00 AM	37	37							2013.0531	The proposed project would result in the demolition of an existing commercial warehouse building (Tire Dealer) and construct a new 7-story mixed-use commercial and residential building with ground floor commercial/residential flex space and residential pa			9000000			2399	-3201	0			0			0			0			0	2399	-3201	0			JBANALES	Marc Dimalanta	Marc Dimalanta	415-252-0888		UMU	Mixed Use	UMU	68-X	10		(37.7612457275, -122.3889389038)
Mixres	APN 3532005	1726 - 1730 MISSION ST		TRUE	PL Approved	07/13/2017 12:00:00 AM	36	36							2014-002026PRJ	Demolition of an existing vacant two (2) story industrial building.  New construction of a six (6) story, 68 ft tall mixed-use building.  Including: ground floor commercial space, an at-grade 29 car parking garage and 36 dwelling units on five (5) stories						900	-7299	0			0			0			8199	0	-8199	0	900	900	0			AHUISMAN	Reuben, Junius & Rose, LLP		4155679000								(37.7693595886, -122.4204025269)
Resident	APN 3518033	45 DORE ST		FALSE	PL FILED	10/20/2015 12:00:00 AM	36	36							2015-006513PRJ	"Retain all existing exterior walls, restore the damaged portions of the façade and redevelop the site into a new 4-story residential building containing rental group housing.



The PPA was submitted on 5/18/15 and the 90 day deadline is 8/16/15."						0	-4250	0			0			0			4250	0	-4250	0			0			VBYRD	Riaz Inc.		510-225-5611								(37.7740707397, -122.412902832)
Resident	APN 7331003	800 BROTHERHOOD WAY (UNDER CONSTRUCTION)	SUMMIT 800	TRUE	CONSTRUCTION	03/31/2017 12:00:00 AM	36	36							2003.0536	The project site is currently an 8.15-acre parcel of vacant land.  The proposed project involves the subdivision of the site into 127 lots and the construction of 127 buildings, including 66 single-family homes, 39 two-unit buildings, and 22 three-unit bu	MULTIPLE					0	0	0			0			0			0			0			0			AA CONV											(37.7153587341, -122.4772796631)
Mixres	APN 3644021	1278 - 1298 VALENCIA ST		FALSE	PL FILED	01/15/2015 12:00:00 AM	35	35							2013.1404	The proposed project would replace existing gas station with a six story mixed use residential building.  Provide retail facilities on the ground floor and 35 residential units on the remaining 5 stories above. 33,939sf residential units & 3,737sf retail 	201502198775	ERECT 6-STORY, 35 DWELLING UNITS, TYPE III, RESIDENTIAL & RETAIL BUILDING.	8000000		APARTMENTS	3737	3737	0	3737	3737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DVU											(37.7523078918, -122.4209747314)
Mixres	APN 0619012	1860 VAN NESS AV		TRUE	CONSTRUCTION	06/19/2017 12:00:00 AM	35	35			Fee Payment 				2004.0890	The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two su	200602215057	TO ERECT 8 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.	10000000		APARTMENTS	1625	1625	0			0			0			0			0	1625	1625	0			JKUGLER	Tuija Catalano	Tuija Catalano	567-9000	Vanness Corridor	RC-4	Mixed Use	RC-4	80-D	3		(37.7929115295, -122.422416687)
Mixres	APN 0836011	22 FRANKLIN ST		TRUE	CONSTRUCTION	09/19/2017 12:00:00 AM	35	35							2013.1005	Demolish the  existing auto body shop building on the lot 012 and construct a 8-story, 85-foot tall mixed use building. Construct a new building would include 24 dwelling units and 2,120 gross square feet of retail space along Franklin.	201504093240	TO ERECT 8 STORIES, NO BASEMENT, 35 UNITS RESIDENTIAL & COMMERCIAL BUILDING.	6000000		APARTMENTS	1900	75	0			0			0			0			1825	1900	75	0			CGROB	Aidin Massoudi	Aidin Massoudi	415-922-0200		C-3-G	Commercial	C-3-G	85-R2	5		(37.7747268677, -122.4206008911)
Mixres	APN 3996013	625 MARIPOSA ST	601 MARIPOSA ST	FALSE	PL FILED	01/04/2017 12:00:00 AM	35	35	9	9					2015-015138PRJ	The project is a 5 story with mezzanine, approximately 34,000 gsf building with 35 dwelling units. The ground floor could have either residential units with mezzanines or retail with mezzanine.  An existing 7,500 sf auto body shop would be demolished.						3500	-4000										7500	0	-7500	0	3500	3500					Badiner Urban Planning, Inc.	Larry Badiner	415-865-9985								(37.7640533447, -122.3901443481)
Resident	APN 5992A060	495 CAMBRIDGE ST		FALSE	BP FILED	12/22/2010 12:00:00 AM	34	34							2013.1711	The project will be a PUD under Section 304.  The existing vacant Fellowship Academy Day Care Facility will be demolished, and the 200 block of Yale Street will be extended into the site.  The lot will be subdivided into 34 new parcels for single family h	201012227259	TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING.	200000		1 FAMILY DWELLING	0	-23000	0	0	-23000	0			0			0			0			0			CTOWNES	Peter Naughton	Bruce Baumann	415 551-7884	Rest of City	RH-1	Residential	RH-1	40-X	9		(37.7257194519, -122.4173202515)
Mixres	APN 3732028	980 FOLSOM ST		FALSE	BP FILED	12/29/2014 12:00:00 AM	34	34	4	4					2013.0977	The proposal is to demolish the exiting 7,530 square-foot (sf), single-story auto repair building, and construct a new mixed-use building fronting on Folsom and Clemintina Streets. The proposed project would consist of approximately 36,494 sf containing 3	201412294587	ERECT 8-STORY, 34 CONDO UNITS ABOVE PARKING & COMMERCIAL BUILDING.	8500000	AUTO REPAIRS	APARTMENTS	765	-6765	0			0			0			0	0	-7530	0	765	765	0			CTOWNES											(37.7790184021, -122.4053649902)
Mixres	APN 0166003	240 - 290 PACIFIC AV	720 BATTERY ST	TRUE	CONSTRUCTION	09/22/2017 12:00:00 AM	33	33			Fee Payment 				2013.1757	The project site consists of three adjacent lots fronting both Battery Street and Pacific Avenue, which total 11,680 sf. The site is currently improved with surface parking lots and a single-story commercial sturcture. The project would demolish the exist	201508134190	"Site permit: TO ERECT 7 STORIES, 1 BASEMENT, 33 UNITS RESIDENTIAL, RETAIL, PARKING & LOBBY.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **"	21300000		APARTMENTS	2018	625	0			0			0			0			0	2018	625	0			TCHANG	Andrew Junius	Andrew Junius	567-9000		C-2	Commercial	C-2	84-E	3		(37.797870636, -122.4004516602)
